Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Total Irr,Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Including Shade,Scaled For System,Better Shade Calc,Scaled 2,Diff,Ideal,Shaded Daily Output (W),Ideal Daily Output (W),Percentage
3,5,12,473,331,804,24,3.5,0.14,707.161,39.269,599.839,599.839,6802.17426,599.839,6802.17426,0,6802.17426,34846.76875,39158.4375,0.8898917061
3,5,13,163,405,568,24,3.2,0.14,491.065,35.099,419.213,419.213,4753.87542,419.213,4753.87542,0,4753.87542,34846.76875,39158.4375,0.8898917061
3,5,14,873,113,986,24,3.2,0.14,570.052,36.955,493.722,493.722,5598.80748,493.722,5598.80748,0,5598.80748,34846.76875,39158.4375,0.8898917061
3,5,15,813,105,918,24,3,0.14,362.376,32.367,298.064,298.064,3380.04576,298.064,3380.04576,0,3380.04576,34846.76875,39158.4375,0.8898917061
3,5,16,680,97,777,23,2.2,0.14,148.633,26.696,97.942,97.942,1110.66228,97.942,1110.66228,0,1110.66228,34846.76875,39158.4375,0.8898917061
3,5,17,420,70,490,21,1.4,0.14,51.413,22.651,43.366,43.366,491.77044,43.366,491.77044,0,491.77044,34846.76875,39158.4375,0.8898917061
3,5,18,0,0,0,20,1.1,0.14,0,0,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,5,19,0,0,0,19,1.1,0.14,0,19,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,5,20,0,0,0,19,1.2,0.14,0,19,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,5,21,0,0,0,18,1.3,0.14,0,18,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,5,22,0,0,0,18,1.5,0.14,0,18,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,5,23,0,0,0,18,1.8,0.14,0,18,0,0,0,0,0,0,0,34846.76875,39158.4375,0.8898917061
3,6,0,0,0,0,17,2.2,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,1,0,0,0,17,2.7,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,2,0,0,0,17,3.3,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,3,0,0,0,17,3.8,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,4,0,0,0,17,3.6,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,5,0,0,0,17,3.5,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,6,0,0,0,17,3.7,0.14,0,17,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,7,0,17,17,17,4,0.14,16.065,17.321,12.866,1.9299,21.885066,12.866,145.90044,124.015374,145.90044,34022.89764,46485.65376,0.7319010251
3,6,8,256,138,394,18,4.4,0.14,330.517,24.313,303.287,45.49305,515.891187,106.2274264,1204.619015,688.7278283,3439.27458,34022.89764,46485.65376,0.7319010251
3,6,9,655,142,797,20,4.8,0.14,679.32,32.286,606.878,91.0317,1032.299478,108.1263187,1226.152454,193.852976,6881.99652,34022.89764,46485.65376,0.7319010251
3,6,10,491,255,746,21,5.3,0.14,697.011,32.795,612.597,91.88955,1042.027497,209.3997788,2374.593492,1332.565995,6946.84998,34022.89764,46485.65376,0.7319010251
3,6,11,216,391,607,21,5.6,0.14,580.279,30.44,507.374,507.374,5753.62116,507.374,5753.62116,0,5753.62116,34022.89764,46485.65376,0.7319010251
3,6,12,848,148,996,21,5.7,0.14,830.532,34.393,722.913,722.913,8197.83342,722.913,8197.83342,0,8197.83342,34022.89764,46485.65376,0.7319010251
3,6,13,329,381,710,21,5.8,0.14,584.605,30.294,511.739,511.739,5803.12026,511.739,5803.12026,0,5803.12026,34022.89764,46485.65376,0.7319010251
3,6,14,883,112,995,21,5.6,0.14,576.853,30.426,512.632,512.632,5813.24688,512.632,5813.24688,0,5813.24688,34022.89764,46485.65376,0.7319010251
3,6,15,7,194,201,20,5.4,0.14,181.396,23.024,159.322,159.322,1806.71148,159.322,1806.71148,0,1806.71148,34022.89764,46485.65376,0.7319010251
3,6,16,2,143,145,19,5.1,0.14,129.811,21.252,114.919,114.919,1303.18146,114.919,1303.18146,0,1303.18146,34022.89764,46485.65376,0.7319010251
3,6,17,556,57,613,17,4.4,0.14,40.778,17.774,34.737,34.737,393.91758,34.737,393.91758,0,393.91758,34022.89764,46485.65376,0.7319010251
3,6,18,0,0,0,15,3.6,0.14,0,0,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,19,0,0,0,14,3.2,0.14,0,14,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,20,0,0,0,14,3.1,0.14,0,14,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,21,0,0,0,13,3,0.14,0,13,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,22,0,0,0,13,3,0.14,0,13,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,6,23,0,0,0,13,3,0.14,0,13,0,0,0,0,0,0,0,34022.89764,46485.65376,0.7319010251
3,7,0,0,0,0,12,3,0.14,0,12,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,1,0,0,0,11,3.1,0.14,0,11,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,2,0,0,0,10,3.3,0.14,0,10,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,3,0,0,0,10,3.3,0.14,0,10,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,4,0,0,0,9,3.2,0.14,0,9,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,5,0,0,0,8,3,0.14,0,8,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,6,0,0,0,8,3.4,0.14,0,8,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,7,366,50,416,10,3.8,0.14,253.007,15.219,231.513,34.72695,393.803613,27.82608173,315.5477668,-78.25584617,2625.35742,38231.50797,40777.57404,0.9375621006
3,7,8,0,76,76,12,3.5,0.14,72.487,13.572,65.043,9.75645,110.638143,65.043,737.58762,626.949477,737.58762,38231.50797,40777.57404,0.9375621006
3,7,9,8,185,193,13,2.9,0.14,188.229,17.488,170.192,25.5288,289.496592,163.1374093,1849.978222,1560.48163,1929.97728,38231.50797,40777.57404,0.9375621006
3,7,10,16,250,266,15,2.5,0.14,257.581,21.575,229.081,34.36215,389.666781,215.3016917,2441.521184,2051.854403,2597.77854,38231.50797,40777.57404,0.9375621006
3,7,11,234,390,624,16,2,0.14,595.268,32.74,516.077,516.077,5852.31318,516.077,5852.31318,0,5852.31318,38231.50797,40777.57404,0.9375621006
3,7,12,930,138,1068,17,1.7,0.14,886.16,43.61,743.432,743.432,8430.51888,743.432,8430.51888,0,8430.51888,38231.50797,40777.57404,0.9375621006
3,7,13,927,134,1061,18,1.5,0.14,773.89,42.29,653.832,653.832,7414.45488,653.832,7414.45488,0,7414.45488,38231.50797,40777.57404,0.9375621006
3,7,14,904,125,1029,19,1.6,0.14,599.677,37.427,518.351,518.351,5878.10034,518.351,5878.10034,0,5878.10034,38231.50797,40777.57404,0.9375621006
3,7,15,848,113,961,19,1.8,0.14,385.278,30.157,321.128,321.128,3641.59152,321.128,3641.59152,0,3641.59152,38231.50797,40777.57404,0.9375621006
3,7,16,740,96,836,18,1.9,0.14,158.048,22.158,105.369,105.369,1194.88446,105.369,1194.88446,0,1194.88446,38231.50797,40777.57404,0.9375621006
3,7,17,516,66,582,16,1.8,0.14,48.652,17.43,41.888,41.888,475.00992,41.888,475.00992,0,475.00992,38231.50797,40777.57404,0.9375621006
3,7,18,0,0,0,15,2.1,0.14,0,0,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,19,0,0,0,14,2.9,0.14,0,14,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,20,0,0,0,13,3.6,0.14,0,13,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,21,0,0,0,12,3.8,0.14,0,12,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,22,0,0,0,11,3.9,0.14,0,11,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,7,23,0,0,0,11,3.9,0.14,0,11,0,0,0,0,0,0,0,38231.50797,40777.57404,0.9375621006
3,8,0,0,0,0,10,3.6,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,1,0,0,0,10,3.3,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,2,0,0,0,10,3.1,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,3,0,0,0,10,2.9,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,4,0,0,0,10,2.9,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,5,0,0,0,10,2.9,0.14,0,10,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,6,0,0,0,11,3.3,0.14,0,11,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,7,315,54,369,13,3.8,0.14,235.484,17.861,213.391,32.00865,362.978091,31.22795122,354.1249668,-8.853124171,2419.85394,38325.22921,58237.05762,0.658090068
3,8,8,598,103,701,17,4,0.14,526.572,27.654,483.829,72.57435,822.993129,71.09042368,806.1654045,-16.82772446,5486.62086,38325.22921,58237.05762,0.658090068
3,8,9,727,133,860,20,4,0.14,730.292,34.731,646.324,96.9486,1099.397124,99.95475814,1133.486957,34.0898333,7329.31416,38325.22921,58237.05762,0.658090068
3,8,10,798,151,949,22,3.6,0.14,853.104,40.211,730.923,109.63845,1243.300023,116.3007092,1318.850042,75.55001896,8288.66682,38325.22921,58237.05762,0.658090068
3,8,11,843,157,1000,23,3.3,0.14,893.41,42.957,752.41,752.41,8532.3294,752.41,8532.3294,0,8532.3294,38325.22921,58237.05762,0.658090068
3,8,12,862,156,1018,24,3.3,0.14,854.997,43.087,718.375,718.375,8146.3725,718.375,8146.3725,0,8146.3725,38325.22921,58237.05762,0.658090068
3,8,13,896,130,1026,25,3.2,0.14,751.214,42.05,635.212,635.212,7203.30408,635.212,7203.30408,0,7203.30408,38325.22921,58237.05762,0.658090068
3,8,14,860,127,987,25,3.2,0.14,580.018,38.178,499.482,499.482,5664.12588,499.482,5664.12588,0,5664.12588,38325.22921,58237.05762,0.658090068
3,8,15,796,118,914,25,3.2,0.14,373.765,33.362,308.085,308.085,3493.6839,308.085,3493.6839,0,3493.6839,38325.22921,58237.05762,0.658090068
3,8,16,681,101,782,24,3.1,0.14,156.558,27.328,104.411,104.411,1184.02074,104.411,1184.02074,0,1184.02074,38325.22921,58237.05762,0.658090068
3,8,17,454,69,523,22,3.3,0.14,51.176,23.143,43.101,43.101,488.76534,43.101,488.76534,0,488.76534,38325.22921,58237.05762,0.658090068
3,8,18,0,0,0,20,4.2,0.14,0,0,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,19,0,0,0,19,4.9,0.14,0,19,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,20,0,0,0,18,5,0.14,0,18,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,21,0,0,0,17,4.6,0.14,0,17,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,22,0,0,0,17,4.2,0.14,0,17,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,8,23,0,0,0,16,3.9,0.14,0,16,0,0,0,0,0,0,0,38325.22921,58237.05762,0.658090068
3,9,0,0,0,0,16,3.8,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,1,0,0,0,16,3.8,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,2,0,0,0,16,4,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,3,0,0,0,16,4.2,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,4,0,0,0,16,4.1,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,5,0,0,0,16,4,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,6,0,0,0,16,4.1,0.14,0,16,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,7,377,47,424,18,4.7,0.14,258.796,22.718,231.66,34.749,394.05366,25.67929245,291.2031764,-102.8504836,2627.0244,36885.55798,58196.39238,0.6338117617
3,9,8,665,79,744,20,5.5,0.14,545.11,29.072,498.997,74.84955,848.793897,52.98489651,600.8487264,-247.9451706,5658.62598,36885.55798,58196.39238,0.6338117617
3,9,9,794,96,890,23,5.7,0.14,740.145,34.997,655.223,98.28345,1114.534323,70.67573933,801.462884,-313.071439,7430.22882,36885.55798,58196.39238,0.6338117617
3,9,10,837,118,955,24,5.1,0.14,850.223,38.768,733.333,109.99995,1247.399433,90.61077906,1027.526235,-219.8731985,8315.99622,36885.55798,58196.39238,0.6338117617
3,9,11,866,127,993,25,4.5,0.14,880.339,41.497,746.453,746.453,8464.77702,746.453,8464.77702,0,8464.77702,36885.55798,58196.39238,0.6338117617
3,9,12,872,132,1004,26,3.9,0.14,839.244,43.095,705.588,705.588,8001.36792,705.588,8001.36792,0,8001.36792,36885.55798,58196.39238,0.6338117617
3,9,13,863,131,994,26,3.4,0.14,731.501,42.078,618.28,618.28,7011.2952,618.28,7011.2952,0,7011.2952,36885.55798,58196.39238,0.6338117617
3,9,14,822,131,953,25,3,0.14,565.17,38.271,486.144,486.144,5512.87296,486.144,5512.87296,0,5512.87296,36885.55798,58196.39238,0.6338117617
3,9,15,745,127,872,24,2.7,0.14,361.838,32.818,299.365,299.365,3394.7991,299.365,3394.7991,0,3394.7991,36885.55798,58196.39238,0.6338117617
3,9,16,614,112,726,23,2.3,0.14,158.878,26.939,109.707,109.707,1244.07738,109.707,1244.07738,0,1244.07738,36885.55798,58196.39238,0.6338117617
3,9,17,384,76,460,21,1.9,0.14,55.653,22.603,47.207,47.207,535.32738,47.207,535.32738,0,535.32738,36885.55798,58196.39238,0.6338117617
3,9,18,0,0,0,20,1.7,0.14,0,0,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,19,0,0,0,20,1.6,0.14,0,20,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,20,0,0,0,20,1.4,0.14,0,20,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,21,0,0,0,19,1.2,0.14,0,19,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,22,0,0,0,19,1,0.14,0,19,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,9,23,0,0,0,18,1,0.14,0,18,0,0,0,0,0,0,0,36885.55798,58196.39238,0.6338117617
3,10,0,0,0,0,18,1.5,0.14,0,18,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,1,0,0,0,18,2.1,0.14,0,18,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,2,0,0,0,17,2.5,0.14,0,17,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,3,0,0,0,17,2.9,0.14,0,17,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,4,0,0,0,17,3.2,0.14,0,17,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,5,0,0,0,17,3.4,0.14,0,17,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,6,0,0,0,17,3.7,0.14,0,17,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,7,0,2,2,17,3.7,0.14,1.887,17.039,1.367,0.20505,2.325267,1.367,15.50178,13.176513,15.50178,24306.4082,24431.76918,0.9948689358
3,10,8,0,9,9,18,3.7,0.14,8.507,18.179,6.773,1.01595,11.520873,6.773,76.80582,65.284947,76.80582,24306.4082,24431.76918,0.9948689358
3,10,9,0,53,53,19,3.8,0.14,50.247,20.038,42.61,6.3915,72.47961,42.61,483.1974,410.71779,483.1974,24306.4082,24431.76918,0.9948689358
3,10,10,13,241,254,19,3.8,0.14,245.848,24.064,215.993,32.39895,367.404093,204.9382402,2323.999643,1956.59555,2449.36062,24306.4082,24431.76918,0.9948689358
3,10,11,38,341,379,20,3.9,0.14,371.009,27.52,323.473,323.473,3668.18382,323.473,3668.18382,0,3668.18382,24306.4082,24431.76918,0.9948689358
3,10,12,37,358,395,19,4.5,0.14,375.704,25.997,328.774,328.774,3728.29716,328.774,3728.29716,0,3728.29716,24306.4082,24431.76918,0.9948689358
3,10,13,221,412,633,18,5.5,0.14,540.561,26.89,477.407,477.407,5413.79538,477.407,5413.79538,0,5413.79538,24306.4082,24431.76918,0.9948689358
3,10,14,33,305,338,17,6.1,0.14,296.479,21.551,263.88,263.88,2992.3992,263.88,2992.3992,0,2992.3992,24306.4082,24431.76918,0.9948689358
3,10,15,327,263,590,16,6.1,0.14,336.396,21.147,297.4,297.4,3372.516,297.4,3372.516,0,3372.516,24306.4082,24431.76918,0.9948689358
3,10,16,393,157,550,15,5.7,0.14,168.749,17.622,133.862,133.862,1517.99508,133.862,1517.99508,0,1517.99508,24306.4082,24431.76918,0.9948689358
3,10,17,77,87,164,14,5,0.14,70.978,15.247,62.938,62.938,713.71692,62.938,713.71692,0,713.71692,24306.4082,24431.76918,0.9948689358
3,10,18,0,0,0,12,4.6,0.14,0,0,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,19,0,0,0,12,4.6,0.14,0,12,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,20,0,0,0,12,4.7,0.14,0,12,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,21,0,0,0,12,4.7,0.14,0,12,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,22,0,0,0,11,4.8,0.14,0,11,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,10,23,0,0,0,10,4.7,0.14,0,10,0,0,0,0,0,0,0,24306.4082,24431.76918,0.9948689358
3,11,0,0,0,0,10,4.7,0.14,0,10,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,1,0,0,0,9,4.7,0.14,0,9,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,2,0,0,0,9,4.8,0.14,0,9,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,3,0,0,0,9,4.7,0.14,0,9,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,4,0,0,0,8,4.6,0.14,0,8,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,5,0,0,0,8,4.5,0.14,0,8,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,6,0,0,0,8,4.7,0.14,0,8,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,7,470,50,520,9,5.4,0.14,310.791,14.199,290.586,43.5879,494.286786,27.94096154,316.8505038,-177.4362822,3295.24524,41964.9576,66845.86398,0.6277868981
3,11,8,744,83,827,11,5.6,0.14,607.423,20.991,573.644,86.0466,975.768444,57.57249335,652.8720746,-322.8963694,6505.12296,41964.9576,66845.86398,0.6277868981
3,11,9,870,100,970,12,5.5,0.14,810.528,25.447,743.54,111.531,1264.76154,76.65360825,869.2519175,-395.5096225,8431.7436,41964.9576,66845.86398,0.6277868981
3,11,10,944,106,1050,13,5.3,0.14,929.23,28.75,832.526,124.8789,1416.126726,84.0454819,953.0757648,-463.0509612,9440.84484,41964.9576,66845.86398,0.6277868981
3,11,11,982,109,1091,14,5.2,0.14,968.051,30.583,855.785,855.785,9704.6019,855.785,9704.6019,0,9704.6019,41964.9576,66845.86398,0.6277868981
3,11,12,997,109,1106,15,5.1,0.14,924.013,31.015,814.279,814.279,9233.92386,814.279,9233.92386,0,9233.92386,41964.9576,66845.86398,0.6277868981
3,11,13,993,108,1101,15,5.1,0.14,806.841,28.987,718.163,718.163,8143.96842,718.163,8143.96842,0,8143.96842,41964.9576,66845.86398,0.6277868981
3,11,14,971,102,1073,15,5.2,0.14,627.541,25.757,567.881,567.881,6439.77054,567.881,6439.77054,0,6439.77054,41964.9576,66845.86398,0.6277868981
3,11,15,921,94,1015,15,5.1,0.14,406.751,21.95,351.328,351.328,3984.05952,351.328,3984.05952,0,3984.05952,41964.9576,66845.86398,0.6277868981
3,11,16,828,81,909,14,4.8,0.14,167.785,16.738,112.207,112.207,1272.42738,112.207,1272.42738,0,1272.42738,41964.9576,66845.86398,0.6277868981
3,11,17,629,57,686,13,3.9,0.14,40.097,13.817,34.758,34.758,394.15572,34.758,394.15572,0,394.15572,41964.9576,66845.86398,0.6277868981
3,11,18,0,0,0,11,3.2,0.14,0,0,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,19,0,0,0,10,3,0.14,0,10,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,20,0,0,0,10,2.7,0.14,0,10,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,21,0,0,0,10,2.5,0.14,0,10,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,22,0,0,0,9,2.4,0.14,0,9,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,11,23,0,0,0,9,2.2,0.14,0,9,0,0,0,0,0,0,0,41964.9576,66845.86398,0.6277868981
3,12,0,0,0,0,8,2.1,0.14,0,8,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,1,0,0,0,8,2,0.14,0,8,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,2,0,0,0,8,2,0.14,0,8,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,3,0,0,0,7,1.9,0.14,0,7,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,4,0,0,0,7,1.9,0.14,0,7,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,5,0,0,0,6,1.8,0.14,0,6,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,6,0,0,0,7,2,0.14,0,7,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,7,534,46,580,10,2.2,0.14,339.996,19.236,313.587,47.03805,533.411487,24.8706931,282.0336598,-251.3778272,3556.07658,39490.67648,64472.67414,0.6125180475
3,12,8,799,74,873,12,2.3,0.14,633.067,28.972,580.56,87.084,987.53256,49.21127148,558.0558186,-429.4767414,6583.5504,39490.67648,64472.67414,0.6125180475
3,12,9,912,89,1001,15,2.2,0.14,828.875,37.581,725.819,108.87285,1234.618119,64.53335764,731.8082757,-502.8098433,8230.78746,39490.67648,64472.67414,0.6125180475
3,12,10,966,99,1065,17,1.9,0.14,943.85,44.233,795.605,119.34075,1353.324105,73.95764789,838.679727,-514.644378,9022.1607,39490.67648,64472.67414,0.6125180475
3,12,11,993,104,1097,18,1.6,0.14,975.639,47.962,804.822,804.822,9126.68148,804.822,9126.68148,0,9126.68148,39490.67648,64472.67414,0.6125180475
3,12,12,1001,106,1107,19,1.6,0.14,927.298,47.459,765.356,765.356,8679.13704,765.356,8679.13704,0,8679.13704,39490.67648,64472.67414,0.6125180475
3,12,13,985,110,1095,19,1.7,0.14,805.698,43.198,678.014,678.014,7688.67876,678.014,7688.67876,0,7688.67876,39490.67648,64472.67414,0.6125180475
3,12,14,961,105,1066,20,1.8,0.14,627.08,38.456,539.906,539.906,6122.53404,539.906,6122.53404,0,6122.53404,39490.67648,64472.67414,0.6125180475
3,12,15,913,95,1008,19,1.8,0.14,406.851,30.795,339.968,339.968,3855.23712,339.968,3855.23712,0,3855.23712,39490.67648,64472.67414,0.6125180475
3,12,16,834,78,912,18,1.6,0.14,167.762,22.661,109.162,109.162,1237.89708,109.162,1237.89708,0,1237.89708,39490.67648,64472.67414,0.6125180475
3,12,17,642,55,697,16,1.4,0.14,38.284,17.229,32.622,32.622,369.93348,32.622,369.93348,0,369.93348,39490.67648,64472.67414,0.6125180475
3,12,18,0,0,0,14,1.5,0.14,0,0,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,19,0,0,0,13,1.6,0.14,0,13,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,20,0,0,0,12,1.5,0.14,0,12,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,21,0,0,0,12,1.5,0.14,0,12,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,22,0,0,0,12,1.4,0.14,0,12,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,12,23,0,0,0,11,1.2,0.14,0,11,0,0,0,0,0,0,0,39490.67648,64472.67414,0.6125180475
3,13,0,0,0,0,11,1,0.14,0,11,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,1,0,0,0,11,0.8,0.14,0,11,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,2,0,0,0,10,0.8,0.14,0,10,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,3,0,0,0,10,0.8,0.14,0,10,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,4,0,0,0,9,0.9,0.14,0,9,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,5,0,0,0,9,1,0.14,0,9,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,6,0,0,0,10,1.2,0.14,0,10,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,7,515,48,563,12,1.5,0.14,335.009,22.541,305.693,45.85395,519.983793,26.06263588,295.5502909,-224.4335021,3466.55862,38631.20712,62144.54946,0.62163468
3,13,8,769,78,847,14,1.5,0.14,620.761,33.637,558.751,83.81265,950.435451,51.45522786,583.502284,-366.933167,6336.23634,38631.20712,62144.54946,0.62163468
3,13,9,879,95,974,17,0.9,0.14,818.551,46.841,690.018,103.5027,1173.720618,67.30155031,763.1995805,-410.5210375,7824.80412,38631.20712,62144.54946,0.62163468
3,13,10,930,108,1038,19,0.5,0.14,925.942,56.579,740.936,111.1404,1260.332136,77.09160694,874.2188227,-386.1133133,8402.21424,38631.20712,62144.54946,0.62163468
3,13,11,961,114,1075,20,0.7,0.14,961.232,56.81,763.61,763.61,8659.3374,763.61,8659.3374,0,8659.3374,38631.20712,62144.54946,0.62163468
3,13,12,972,115,1087,21,1.2,0.14,915.222,51.797,741.602,741.602,8409.76668,741.602,8409.76668,0,8409.76668,38631.20712,62144.54946,0.62163468
3,13,13,962,116,1078,22,1.7,0.14,797.494,45.949,663.368,663.368,7522.59312,663.368,7522.59312,0,7522.59312,38631.20712,62144.54946,0.62163468
3,13,14,938,110,1048,22,2.1,0.14,621.105,39.19,532.934,532.934,6043.47156,532.934,6043.47156,0,6043.47156,38631.20712,62144.54946,0.62163468
3,13,15,889,101,990,21,2.3,0.14,400.988,31.52,334.459,334.459,3792.76506,334.459,3792.76506,0,3792.76506,38631.20712,62144.54946,0.62163468
3,13,16,796,85,881,20,2.2,0.14,170.412,24.216,112.612,112.612,1277.02008,112.612,1277.02008,0,1277.02008,38631.20712,62144.54946,0.62163468
